"audio_pair","overall_music_similarity","cultural_similarity","recommendation_level","overall_music_similarity_annotations","cultural_similarity_annotations","recommendation_level_annotations","num_annotators"
"4_15-4_47","0.87","0.87","0.87","[0.866]","[0.866]","[0.866]","1"
"4_15-8_1","0.38","0.38","0.38","[0.38]","[0.38]","[0.38]","1"
"4_15-9_30","0.29","0.29","0.14","[0.286]","[0.286]","[0.143]","1"
"4_15-9_32","0.49","1.00","1.00","[0.494]","[1.0]","[1.0]","1"
"4_16-4_7","0.89","0.89","0.32","[0.891]","[0.891]","[0.32]","1"
"4_16-5_54","0.68","0.39","0.39","[0.68]","[0.394]","[0.394]","1"
"4_16-8_28","0.73","0.88","1.00","[0.734]","[0.877]","[1.0]","1"
"4_17-5_15","0.42","0.71","0.28","[0.42]","[0.706]","[0.277]","1"
"4_17-5_36","0.23","0.23","0.23","[0.229]","[0.229]","[0.229]","1"
"4_17-5_41","0.27","0.27","0.27","[0.271]","[0.271]","[0.271]","1"
"4_17-5_43","0.75","1.00","0.61","[0.749]","[1.0]","[0.606]","1"
"4_17-7_52","0.22","0.65","0.51","[0.22]","[0.649]","[0.506]","1"
"4_17-8_40","0.62","0.62","0.77","[0.623]","[0.623]","[0.766]","1"
"4_17-9_51","0.72","0.87","0.44","[0.723]","[0.866]","[0.437]","1"
"4_18-6_21","0.11","0.54","0.26","[0.114]","[0.543]","[0.257]","1"
"4_18-7_36","0.18","0.18","0.18","[0.177]","[0.177]","[0.177]","1"
"4_19-4_41","0.25","0.00","0.68","[0.249]","[0.0]","[0.677]","1"
"4_19-5_17","0.13","0.13","0.56","[0.129]","[0.129]","[0.557]","1"
"4_2-6_15","0.42","0.85","0.57","[0.423]","[0.851]","[0.566]","1"
"4_21-5_17","0.82","0.68","0.39","[0.82]","[0.677]","[0.391]","1"
"4_21-7_48","0.75","0.75","0.61","[0.749]","[0.749]","[0.606]","1"
"4_22-4_7","0.34","0.49","0.34","[0.343]","[0.486]","[0.343]","1"
"4_22-5_20","0.42","0.57","0.42","[0.423]","[0.566]","[0.423]","1"
"4_22-6_16","0.65","0.93","0.93","[0.649]","[0.934]","[0.934]","1"
"4_22-8_10","0.64","1.00","0.78","[0.637]","[1.0]","[0.78]","1"
"4_22-9_12","0.51","0.66","0.80","[0.514]","[0.657]","[0.8]","1"
"4_22-9_38","0.79","0.79","0.94","[0.694, 0.891]","[0.409, 1.0]","[0.694, 1.0]","2"
"4_24-6_32","0.36","0.64","1.00","[0.357]","[0.643]","[1.0]","1"
"4_24-9_19","0.78","1.00","1.00","[0.78]","[1.0]","[1.0]","1"
"4_25-4_9","0.65","0.65","0.65","[0.649]","[0.649]","[0.649]","1"
"4_25-5_49","0.90","0.90","0.76","[0.9]","[0.9]","[0.757]","1"
"4_25-7_50","0.66","0.52","0.66","[0.663]","[0.52]","[0.663]","1"
"4_25-8_2","0.41","0.41","0.41","[0.414]","[0.414]","[0.414]","1"
"4_25-9_52","0.62","0.19","0.62","[0.623]","[0.194]","[0.623]","1"
"4_26-4_36","0.92","0.92","1.00","[0.923]","[0.923]","[1.0]","1"
"4_26-5_32","0.58","0.44","0.29","[0.58]","[0.437]","[0.294]","1"
"4_26-6_51","0.19","0.61","0.19","[0.186]","[0.614]","[0.186]","1"
"4_26-7_35","0.54","0.54","0.68","[0.537]","[0.537]","[0.68]","1"
"4_26-9_9","0.84","0.84","0.70","[0.843]","[0.843]","[0.7]","1"
"4_27-5_28","0.90","0.90","0.90","[0.9]","[0.9]","[0.9]","1"
"4_28-5_32","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"4_28-5_6","0.72","0.43","0.86","[0.72]","[0.434]","[0.863]","1"
"4_28-8_39","0.89","0.75","0.89","[0.894]","[0.751]","[0.894]","1"
"4_28-9_19","0.45","0.45","0.59","[0.451]","[0.451]","[0.594]","1"
"4_29-7_43","0.35","0.64","0.49","[0.351]","[0.637]","[0.494]","1"
"4_29-8_1","0.54","0.69","0.40","[0.543]","[0.686]","[0.4]","1"
"4_3-8_19","0.61","0.47","0.61","[0.609]","[0.466]","[0.609]","1"
"4_3-8_23","0.69","0.83","0.69","[0.686]","[0.829]","[0.686]","1"
"4_3-9_21","0.18","0.18","0.18","[0.177]","[0.177]","[0.177]","1"
"4_30-5_39","0.52","0.52","0.52","[0.523]","[0.523]","[0.523]","1"
"4_30-5_47","0.14","0.28","0.14","[0.137]","[0.28]","[0.137]","1"
"4_30-5_5","0.60","0.46","0.46","[0.6]","[0.457]","[0.457]","1"
"4_30-6_33","0.22","1.00","0.51","[0.223]","[1.0]","[0.509]","1"
"4_31-7_28","0.99","0.70","0.70","[0.986]","[0.7]","[0.7]","1"
"4_31-7_46","0.42","0.42","0.71","[0.42]","[0.42]","[0.706]","1"
"4_31-9_5","0.04","0.61","0.47","[0.037]","[0.609]","[0.466]","1"
"4_32-6_31","0.69","0.69","0.83","[0.686]","[0.686]","[0.829]","1"
"4_32-7_20","0.58","0.72","0.72","[0.577]","[0.72]","[0.72]","1"
"4_32-7_24","0.54","0.69","0.83","[0.543]","[0.686]","[0.829]","1"
"4_32-7_27","0.09","0.23","0.09","[0.086]","[0.229]","[0.086]","1"
"4_32-8_43","0.74","1.00","0.88","[0.737]","[1.0]","[0.88]","1"
"4_32-8_44","0.62","0.48","0.19","[0.623]","[0.48]","[0.194]","1"
"4_32-9_16","0.48","0.48","0.48","[0.48]","[0.48]","[0.48]","1"
"4_33-4_40","0.80","0.80","0.80","[0.8]","[0.8]","[0.8]","1"
"4_33-7_42","0.75","1.00","0.32","[0.751]","[1.0]","[0.323]","1"
"4_33-7_52","0.61","0.61","0.61","[0.606]","[0.606]","[0.606]","1"
"4_33-9_50","0.32","0.32","0.03","[0.32]","[0.32]","[0.034]","1"
"4_34-9_26","0.58","0.15","0.29","[0.58]","[0.151]","[0.294]","1"
"4_35-4_40","0.70","1.00","1.00","[0.7]","[1.0]","[1.0]","1"
"4_35-6_37","0.74","1.00","0.46","[0.743]","[1.0]","[0.457]","1"
"4_36-5_11","0.20","0.20","0.20","[0.2]","[0.2]","[0.2]","1"
"4_36-5_16","0.94","0.94","0.94","[0.937]","[0.937]","[0.937]","1"
"4_36-7_9","0.08","0.79","0.79","[0.077]","[0.791]","[0.791]","1"
"4_36-8_39","0.51","0.94","0.66","[0.514]","[0.943]","[0.657]","1"
"4_36-8_46","0.43","0.14","1.00","[0.429]","[0.143]","[1.0]","1"
"4_37-5_52","0.95","1.00","0.09","[0.949]","[1.0]","[0.091]","1"
"4_38-4_40","0.52","0.81","0.67","[0.523]","[0.809]","[0.666]","1"
"4_38-7_2","0.75","1.00","0.61","[0.749]","[1.0]","[0.606]","1"
"4_38-9_2","0.34","0.20","0.20","[0.343]","[0.2]","[0.2]","1"
"4_39-4_45","0.82","0.82","0.82","[0.823]","[0.823]","[0.823]","1"
"4_39-5_54","0.25","0.00","0.82","[0.249]","[0.0]","[0.82]","1"
"4_39-9_30","0.34","0.62","0.05","[0.337]","[0.623]","[0.051]","1"
"4_39-9_41","0.31","0.17","0.46","[0.314]","[0.171]","[0.457]","1"
"4_4-5_18","0.58","0.86","0.86","[0.577]","[0.863]","[0.863]","1"
"4_4-5_30","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"4_4-6_52","0.41","0.41","0.55","[0.409]","[0.409]","[0.551]","1"
"4_4-8_43","0.29","0.44","0.58","[0.294]","[0.437]","[0.58]","1"
"4_40-9_32","0.01","0.30","0.30","[0.014]","[0.3]","[0.3]","1"
"4_41-6_15","0.54","0.54","0.69","[0.543]","[0.543]","[0.686]","1"
"4_41-7_16","0.42","0.28","0.42","[0.423]","[0.28]","[0.423]","1"
"4_41-9_16","0.65","0.22","0.36","[0.649]","[0.22]","[0.363]","1"
"4_42-5_53","0.29","0.01","0.01","[0.294]","[0.009]","[0.009]","1"
"4_42-6_27","0.93","1.00","0.65","[0.934]","[1.0]","[0.649]","1"
"4_42-8_41","0.86","0.86","0.86","[0.863]","[0.863]","[0.863]","1"
"4_43-7_8","0.27","0.56","0.70","[0.271]","[0.557]","[0.7]","1"
"4_43-8_29","0.04","0.47","0.04","[0.037]","[0.466]","[0.037]","1"
"4_44-4_52","0.70","0.70","0.99","[0.7]","[0.7]","[0.986]","1"
"4_44-7_2","0.57","0.43","0.57","[0.571]","[0.429]","[0.571]","1"
"4_45-7_27","0.32","0.18","0.32","[0.323]","[0.18]","[0.323]","1"
"4_45-7_51","0.27","0.27","0.27","[0.271]","[0.271]","[0.271]","1"
"4_46-5_12","0.42","0.28","0.28","[0.42]","[0.277]","[0.277]","1"
"4_46-5_20","0.34","0.19","0.34","[0.337]","[0.194]","[0.337]","1"
"4_46-5_28","0.61","0.32","0.18","[0.606]","[0.32]","[0.177]","1"
"4_46-5_7","0.61","0.61","0.76","[0.614]","[0.614]","[0.757]","1"
"4_47-7_30","0.61","0.75","0.61","[0.609]","[0.751]","[0.609]","1"
"4_47-7_43","0.72","0.86","0.86","[0.72]","[0.863]","[0.863]","1"
"4_47-8_43","0.26","0.83","1.00","[0.257]","[0.829]","[1.0]","1"
"4_48-6_8","0.31","0.17","0.17","[0.309]","[0.166]","[0.166]","1"
"4_49-7_49","0.51","0.51","0.51","[0.506]","[0.506]","[0.506]","1"
"4_49-8_32","0.84","1.00","0.99","[0.843]","[1.0]","[0.986]","1"
"4_5-6_37","0.72","0.15","0.44","[0.723]","[0.151]","[0.437]","1"
"4_5-9_45","0.57","0.42","0.28","[0.566]","[0.423]","[0.28]","1"
"4_50-5_30","0.76","0.76","0.90","[0.757]","[0.757]","[0.9]","1"
"4_50-7_4","1.00","0.90","1.00","[1.0]","[0.9]","[1.0]","1"
"4_50-8_23","0.81","0.67","0.67","[0.809]","[0.666]","[0.666]","1"
"4_50-8_34","0.52","0.67","0.67","[0.523]","[0.666]","[0.666]","1"
"4_52-6_13","0.32","0.04","0.32","[0.323]","[0.037]","[0.323]","1"
"4_52-9_12","0.26","0.40","0.00","[0.257]","[0.4]","[0.0]","1"
"4_53-5_4","0.63","0.35","0.35","[0.634]","[0.349]","[0.349]","1"
"4_53-5_51","0.54","0.69","0.83","[0.543]","[0.686]","[0.829]","1"
"4_53-6_30","0.64","0.64","0.64","[0.637]","[0.637]","[0.637]","1"
"4_53-7_21","0.47","0.32","0.32","[0.466]","[0.323]","[0.323]","1"
"4_53-7_31","0.53","0.53","0.53","[0.534]","[0.534]","[0.534]","1"
"4_54-7_18","0.29","0.29","0.29","[0.286]","[0.286]","[0.286]","1"
"4_54-9_49","0.19","0.19","0.62","[0.191]","[0.191]","[0.62]","1"
"4_6-5_27","0.28","0.13","0.13","[0.277]","[0.134]","[0.134]","1"
"4_7-5_19","0.72","0.87","0.87","[0.723]","[0.866]","[0.866]","1"
"4_7-5_31","0.21","0.07","0.50","[0.214]","[0.071]","[0.5]","1"
"4_7-6_4","0.98","1.00","1.00","[0.977]","[1.0]","[1.0]","1"
"4_8-5_22","0.53","0.25","0.53","[0.534]","[0.249]","[0.534]","1"
"4_8-5_34","0.00","0.04","0.00","[0.0]","[0.043]","[0.0]","1"
"4_8-6_24","0.72","0.87","0.58","[0.723]","[0.866]","[0.58]","1"
"4_8-6_53","0.46","0.61","0.61","[0.463]","[0.606]","[0.606]","1"
"4_8-7_1","0.34","0.19","0.27","[0.223, 0.451]","[0.223, 0.166]","[0.366, 0.166]","2"
"4_8-7_32","0.36","0.36","0.22","[0.363]","[0.363]","[0.22]","1"
"4_8-8_15","0.70","0.70","0.84","[0.7]","[0.7]","[0.843]","1"
"4_8-8_5","0.40","0.64","0.45","[0.229, 0.48, 0.494]","[0.514, 0.48, 0.923]","[0.371, 0.48, 0.494]","3"
"4_8-9_22","0.41","0.30","0.37","[0.543, 0.294, 0.514, 0.271]","[0.4, 0.009, 0.514, 0.271]","[0.543, 0.009, 0.657, 0.271]","4"
"4_8-9_8","0.47","0.26","0.19","[0.486, 0.463]","[0.343, 0.177]","[0.2, 0.177]","2"
"4_9-8_18","0.35","0.64","0.78","[0.351]","[0.637]","[0.78]","1"
"5_1-5_10","0.01","0.01","0.15","[0.009]","[0.009]","[0.151]","1"
"5_1-5_43","0.51","0.51","0.51","[0.514]","[0.514]","[0.514]","1"
"5_1-5_45","0.76","1.00","1.00","[0.763]","[1.0]","[1.0]","1"
"5_1-5_50","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"5_1-6_44","0.03","0.18","0.46","[0.034]","[0.177]","[0.463]","1"
"5_1-9_26","0.12","0.00","0.00","[0.12]","[0.0]","[0.0]","1"
"5_10-6_41","0.35","0.35","0.21","[0.351]","[0.351]","[0.209]","1"
"5_10-7_38","0.17","0.17","0.03","[0.171]","[0.171]","[0.029]","1"
"5_10-9_26","0.22","0.30","0.30","[0.177, 0.271]","[0.32, 0.271]","[0.32, 0.271]","2"
"5_10-9_37","0.00","0.00","0.82","[0.0]","[0.0]","[0.82]","1"
"5_11-7_23","0.16","0.73","0.01","[0.157]","[0.729]","[0.014]","1"
"5_11-8_41","0.59","0.59","0.73","[0.586]","[0.586]","[0.729]","1"
"5_12-8_48","0.89","0.61","0.47","[0.894]","[0.609]","[0.466]","1"
"5_13-7_50","0.13","0.13","0.27","[0.129]","[0.129]","[0.271]","1"
"5_13-8_14","0.71","0.85","0.71","[0.706]","[0.849]","[0.706]","1"
"5_13-8_17","0.55","0.69","0.55","[0.549]","[0.691]","[0.549]","1"
"5_13-8_48","0.27","0.13","0.13","[0.271]","[0.129]","[0.129]","1"
"5_15-9_50","0.04","0.04","0.18","[0.037]","[0.037]","[0.18]","1"
"5_16-5_50","0.16","0.59","0.01","[0.157]","[0.586]","[0.014]","1"
"5_16-8_37","0.67","0.39","0.53","[0.671]","[0.386]","[0.529]","1"
"5_16-8_39","0.00","0.00","0.00","[0.0]","[0.0]","[0.0]","1"
"5_16-8_49","0.47","0.33","0.33","[0.471]","[0.329]","[0.329]","1"
"5_17-7_52","0.83","0.54","0.83","[0.829]","[0.543]","[0.829]","1"
"5_17-8_25","0.34","0.34","0.34","[0.337]","[0.337]","[0.337]","1"
"5_17-9_9","0.18","0.61","0.18","[0.18]","[0.609]","[0.18]","1"
"5_18-9_13","0.32","0.61","0.18","[0.32]","[0.606]","[0.177]","1"
"5_18-9_24","0.26","0.83","0.40","[0.257]","[0.829]","[0.4]","1"
"5_19-9_10","0.75","0.03","0.03","[0.749]","[0.034]","[0.034]","1"
"5_20-6_40","0.29","0.43","0.29","[0.286]","[0.429]","[0.286]","1"
"5_21-5_48","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"5_21-6_32","0.76","0.76","0.76","[0.763]","[0.763]","[0.763]","1"
"5_21-7_17","0.60","0.31","0.74","[0.6]","[0.314]","[0.743]","1"
"5_21-7_40","0.84","0.84","0.84","[0.843]","[0.843]","[0.843]","1"
"5_22-5_34","0.71","0.85","0.85","[0.706]","[0.849]","[0.849]","1"
"5_22-6_24","0.54","0.49","0.73","[0.471, 0.414, 0.723]","[0.614, 0.414, 0.437]","[0.757, 0.843, 0.58]","3"
"5_22-6_53","0.44","0.44","0.54","[0.4, 0.449, 0.486]","[0.543, 0.591, 0.2]","[0.686, 0.734, 0.2]","3"
"5_22-7_1","0.39","0.46","0.46","[0.371, 0.406]","[0.514, 0.406]","[0.8, 0.12]","2"
"5_22-7_32","0.27","0.27","0.41","[0.271, 0.266]","[0.271, 0.266]","[0.557, 0.266]","2"
"5_22-8_15","0.43","0.93","0.86","[0.129, 0.734]","[0.986, 0.877]","[0.7, 1.0]","2"
"5_22-9_22","0.17","0.17","0.17","[0.171]","[0.171]","[0.171]","1"
"5_22-9_8","0.35","0.21","0.45","[0.5, 0.214, 0.349]","[0.214, 0.214, 0.206]","[0.786, 0.357, 0.206]","3"
"5_23-6_18","0.75","0.89","0.75","[0.751]","[0.894]","[0.751]","1"
"5_24-9_31","0.06","0.34","0.06","[0.057]","[0.343]","[0.057]","1"
"5_25-6_52","0.46","0.32","0.32","[0.463]","[0.32]","[0.32]","1"
"5_27-8_41","0.25","0.25","0.25","[0.249]","[0.249]","[0.249]","1"
"5_27-9_5","0.20","0.20","0.20","[0.2]","[0.2]","[0.2]","1"
"5_27-9_50","0.23","0.80","0.23","[0.229]","[0.8]","[0.229]","1"
"5_28-5_43","0.86","1.00","1.00","[0.857]","[1.0]","[1.0]","1"
"5_28-8_8","0.33","0.33","0.33","[0.329]","[0.329]","[0.329]","1"
"5_29-6_22","0.79","0.93","0.93","[0.791]","[0.934]","[0.934]","1"
"5_29-6_42","0.32","0.04","0.04","[0.323]","[0.037]","[0.037]","1"
"5_29-8_42","0.85","0.71","0.99","[0.851]","[0.709]","[0.994]","1"
"5_3-6_29","0.37","0.37","0.37","[0.371]","[0.371]","[0.371]","1"
"5_30-9_36","0.58","0.44","0.29","[0.58]","[0.437]","[0.294]","1"
"5_31-6_47","0.72","0.58","0.44","[0.723]","[0.58]","[0.437]","1"
"5_31-7_3","0.89","0.18","1.00","[0.894]","[0.18]","[1.0]","1"
"5_31-9_21","0.25","0.11","0.25","[0.251]","[0.109]","[0.251]","1"
"5_32-6_41","0.09","0.09","0.09","[0.094]","[0.094]","[0.094]","1"
"5_32-8_19","0.18","0.18","0.18","[0.18]","[0.18]","[0.18]","1"
"5_32-8_54","0.69","0.41","0.69","[0.694]","[0.409]","[0.694]","1"
"5_33-7_36","0.50","0.21","0.21","[0.5]","[0.214]","[0.214]","1"
"5_33-7_37","0.82","1.00","0.82","[0.82]","[1.0]","[0.82]","1"
"5_33-7_48","0.71","0.71","0.57","[0.709]","[0.709]","[0.566]","1"
"5_34-6_24","0.77","0.85","0.99","[0.749, 0.8]","[0.891, 0.8]","[1.0, 0.8]","2"
"5_34-6_53","0.43","0.72","0.86","[0.434]","[0.72]","[0.863]","1"
"5_34-7_1","0.23","0.23","0.16","[0.137, 0.323]","[0.137, 0.323]","[0.0, 0.323]","2"
"5_34-7_32","0.14","0.14","0.14","[0.143]","[0.143]","[0.143]","1"
"5_34-8_15","0.99","0.99","0.99","[0.994]","[0.994]","[0.994]","1"
"5_34-8_5","0.23","0.37","0.51","[0.371, 0.086]","[0.514, 0.229]","[0.8, 0.229]","2"
"5_34-9_22","0.17","0.17","0.03","[0.171]","[0.171]","[0.029]","1"
"5_34-9_8","0.24","0.31","0.31","[0.2, 0.28]","[0.343, 0.28]","[0.343, 0.28]","2"
"5_35-5_40","0.55","0.83","0.55","[0.549]","[0.834]","[0.549]","1"
"5_35-6_14","0.06","0.21","0.21","[0.063]","[0.206]","[0.206]","1"
"5_35-7_49","0.54","0.40","0.40","[0.543]","[0.4]","[0.4]","1"
"5_35-7_54","0.26","0.83","0.26","[0.257]","[0.829]","[0.257]","1"
"5_35-9_12","0.08","0.00","0.00","[0.077]","[0.0]","[0.0]","1"
"5_35-9_39","0.23","0.51","0.37","[0.229]","[0.514]","[0.371]","1"
"5_36-5_46","0.91","1.00","1.00","[0.914]","[1.0]","[1.0]","1"
"5_36-6_45","0.65","0.79","0.94","[0.651]","[0.794]","[0.937]","1"
"5_36-7_52","0.61","0.46","0.61","[0.606]","[0.463]","[0.606]","1"
"5_36-8_54","0.60","0.74","0.60","[0.6]","[0.743]","[0.6]","1"
"5_37-6_8","0.49","0.35","0.78","[0.494]","[0.351]","[0.78]","1"
"5_38-5_47","0.96","0.68","1.00","[0.963]","[0.677]","[1.0]","1"
"5_38-7_15","0.15","0.01","0.15","[0.149]","[0.006]","[0.149]","1"
"5_38-7_37","0.27","0.41","0.27","[0.271]","[0.414]","[0.271]","1"
"5_39-6_22","0.49","0.92","0.78","[0.491]","[0.92]","[0.777]","1"
"5_39-7_8","0.47","0.47","0.61","[0.471]","[0.471]","[0.614]","1"
"5_39-8_2","0.60","0.46","0.74","[0.6]","[0.457]","[0.743]","1"
"5_4-5_54","0.71","1.00","1.00","[0.709]","[1.0]","[1.0]","1"
"5_4-6_27","0.57","1.00","0.86","[0.571]","[1.0]","[0.857]","1"
"5_4-6_31","0.33","0.19","0.33","[0.329]","[0.186]","[0.329]","1"
"5_40-8_41","0.14","0.28","0.14","[0.137]","[0.28]","[0.137]","1"
"5_41-6_42","0.28","0.56","0.00","[0.277]","[0.563]","[0.0]","1"
"5_42-6_39","0.37","0.65","0.22","[0.366]","[0.651]","[0.223]","1"
"5_42-8_14","0.85","0.28","0.14","[0.851]","[0.28]","[0.137]","1"
"5_42-9_48","0.89","0.75","0.75","[0.894]","[0.751]","[0.751]","1"
"5_44-8_53","0.39","0.53","0.11","[0.391]","[0.534]","[0.106]","1"
"5_44-9_42","0.25","0.11","0.11","[0.249]","[0.106]","[0.106]","1"
"5_45-6_43","0.41","0.41","0.55","[0.406]","[0.406]","[0.549]","1"
"5_46-7_47","0.21","0.49","0.49","[0.206]","[0.491]","[0.491]","1"
"5_46-8_47","0.45","0.31","0.00","[0.449]","[0.306]","[0.0]","1"
"5_47-9_6","0.22","0.00","0.00","[0.22]","[0.0]","[0.0]","1"
"5_48-7_3","0.14","0.14","0.71","[0.143]","[0.143]","[0.714]","1"
"5_48-7_52","0.18","0.18","0.18","[0.177]","[0.177]","[0.177]","1"
"5_48-8_36","0.08","0.00","0.00","[0.077]","[0.0]","[0.0]","1"
"5_5-7_41","0.13","0.70","0.13","[0.129]","[0.7]","[0.129]","1"
"5_5-9_13","0.18","0.18","0.18","[0.18]","[0.18]","[0.18]","1"
"5_50-7_38","0.18","0.18","0.18","[0.18]","[0.18]","[0.18]","1"
"5_50-7_54","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"5_50-8_45","0.02","0.02","0.59","[0.02]","[0.02]","[0.591]","1"
"5_51-7_34","0.18","0.18","0.18","[0.18]","[0.18]","[0.18]","1"
"5_52-9_32","0.60","0.46","0.31","[0.6]","[0.457]","[0.314]","1"
"5_52-9_36","0.39","0.39","0.39","[0.386]","[0.386]","[0.386]","1"
"5_53-8_17","0.19","0.19","0.19","[0.191]","[0.191]","[0.191]","1"
"5_53-8_52","0.44","0.44","0.29","[0.437]","[0.437]","[0.294]","1"
"5_53-9_37","0.14","0.14","0.28","[0.137]","[0.137]","[0.28]","1"
"5_54-6_34","0.36","0.64","0.93","[0.357]","[0.643]","[0.929]","1"
"5_54-6_8","0.41","0.41","0.41","[0.409]","[0.409]","[0.409]","1"
"5_6-8_12","0.38","0.23","0.66","[0.377]","[0.234]","[0.663]","1"
"5_6-8_42","0.11","0.11","0.00","[0.106]","[0.106]","[0.0]","1"
"5_7-7_35","0.33","0.19","0.19","[0.334]","[0.191]","[0.191]","1"
"5_7-8_25","0.29","0.29","0.29","[0.286]","[0.286]","[0.286]","1"
"5_7-9_32","0.32","0.18","0.32","[0.32]","[0.177]","[0.32]","1"
"5_9-9_40","0.00","0.00","0.00","[0.0]","[0.0]","[0.0]","1"
"6_1-8_19","0.57","0.71","0.57","[0.571]","[0.714]","[0.571]","1"
"6_1-8_36","0.49","0.63","0.34","[0.486]","[0.629]","[0.343]","1"
"6_10-6_30","0.59","0.87","0.59","[0.586]","[0.871]","[0.586]","1"
"6_10-7_21","0.86","1.00","0.29","[0.863]","[1.0]","[0.291]","1"
"6_10-7_31","0.39","0.39","0.53","[0.391]","[0.391]","[0.534]","1"
"6_10-9_17","0.61","0.89","0.32","[0.609]","[0.894]","[0.323]","1"
"6_11-7_8","0.99","0.99","0.99","[0.986]","[0.986]","[0.986]","1"
"6_11-9_7","0.29","0.58","0.29","[0.294]","[0.58]","[0.294]","1"
"6_12-6_16","0.41","0.41","0.56","[0.414]","[0.414]","[0.557]","1"
"6_12-6_51","0.79","0.65","0.65","[0.791]","[0.649]","[0.649]","1"
"6_12-6_8","0.98","1.00","0.98","[0.977]","[1.0]","[0.977]","1"
"6_12-8_18","0.94","1.00","1.00","[0.937]","[1.0]","[1.0]","1"
"6_13-7_50","0.35","0.21","0.49","[0.349]","[0.206]","[0.491]","1"
"6_14-8_2","0.37","0.65","0.37","[0.366]","[0.651]","[0.366]","1"
"6_15-7_42","0.17","0.17","0.17","[0.171]","[0.171]","[0.171]","1"
"6_15-9_52","0.13","0.13","0.13","[0.129]","[0.129]","[0.129]","1"
"6_16-8_53","0.39","0.25","0.25","[0.391]","[0.249]","[0.249]","1"
"6_17-8_23","0.37","0.66","0.80","[0.371]","[0.657]","[0.8]","1"
"6_18-7_5","0.44","0.30","0.44","[0.443]","[0.3]","[0.443]","1"
"6_18-7_7","0.26","0.54","0.83","[0.257]","[0.543]","[0.829]","1"
"6_18-8_11","1.00","0.72","0.87","[1.0]","[0.723]","[0.866]","1"
"6_18-8_28","0.11","0.11","0.11","[0.114]","[0.114]","[0.114]","1"
"6_18-9_25","0.33","0.33","0.33","[0.329]","[0.329]","[0.329]","1"
"6_20-7_26","0.79","0.51","0.22","[0.791]","[0.506]","[0.22]","1"
"6_20-9_18","0.94","0.37","1.00","[0.937]","[0.366]","[1.0]","1"
"6_20-9_33","0.35","0.35","0.35","[0.351]","[0.351]","[0.351]","1"
"6_21-6_27","0.23","0.80","0.80","[0.229]","[0.8]","[0.8]","1"
"6_21-7_16","0.04","0.04","0.04","[0.037]","[0.037]","[0.037]","1"
"6_21-7_29","0.51","0.51","0.51","[0.506]","[0.506]","[0.506]","1"
"6_22-9_13","0.56","0.13","0.13","[0.557]","[0.129]","[0.129]","1"
"6_24-7_1","0.56","0.56","0.71","[0.563]","[0.563]","[0.706]","1"
"6_24-7_32","0.58","0.86","0.83","[0.791, 0.4, 0.129, 0.986]","[0.791, 0.971, 0.7, 0.986]","[0.791, 0.543, 0.986, 0.986]","4"
"6_24-8_5","0.37","0.51","0.37","[0.263, 0.471, 0.363]","[0.406, 0.614, 0.506]","[0.263, 0.614, 0.22]","3"
"6_24-9_22","0.19","0.26","0.40","[0.337, 0.043]","[0.337, 0.186]","[0.766, 0.043]","2"
"6_24-9_8","0.72","0.58","0.58","[0.78, 0.663]","[0.78, 0.377]","[0.637, 0.52]","2"
"6_25-9_11","0.14","0.43","0.29","[0.143]","[0.429]","[0.286]","1"
"6_26-9_17","0.61","0.33","0.33","[0.614]","[0.329]","[0.329]","1"
"6_27-7_13","0.51","0.51","0.51","[0.506]","[0.506]","[0.506]","1"
"6_28-6_44","0.99","0.71","0.99","[0.991]","[0.706]","[0.991]","1"
"6_3-8_35","0.81","0.66","0.81","[0.806]","[0.663]","[0.806]","1"
"6_3-8_38","0.79","0.79","0.79","[0.794]","[0.794]","[0.794]","1"
"6_30-6_41","0.75","0.89","1.00","[0.751]","[0.894]","[1.0]","1"
"6_30-8_36","0.64","0.35","0.35","[0.637]","[0.351]","[0.351]","1"
"6_31-6_43","0.56","0.71","0.71","[0.563]","[0.706]","[0.706]","1"
"6_31-7_38","0.70","0.13","0.70","[0.7]","[0.129]","[0.7]","1"
"6_31-8_25","0.82","1.00","0.82","[0.82]","[1.0]","[0.82]","1"
"6_32-6_35","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"6_33-8_52","0.57","0.86","0.71","[0.571]","[0.857]","[0.714]","1"
"6_34-6_37","0.80","0.80","0.94","[0.8]","[0.8]","[0.943]","1"
"6_35-6_4","0.92","0.92","0.92","[0.92]","[0.92]","[0.92]","1"
"6_35-7_10","0.41","0.69","0.26","[0.406]","[0.691]","[0.263]","1"
"6_35-9_18","0.23","0.51","0.37","[0.229]","[0.514]","[0.371]","1"
"6_35-9_36","0.32","0.61","0.18","[0.323]","[0.609]","[0.18]","1"
"6_36-6_37","0.98","1.00","1.00","[0.98]","[1.0]","[1.0]","1"
"6_36-9_47","0.27","0.12","0.27","[0.266]","[0.123]","[0.266]","1"
"6_37-6_39","0.55","0.41","0.41","[0.549]","[0.406]","[0.406]","1"
"6_37-8_41","0.47","0.61","0.32","[0.466]","[0.609]","[0.323]","1"
