"audio_pair","overall_music_similarity","cultural_similarity","recommendation_level","overall_music_similarity_annotations","cultural_similarity_annotations","recommendation_level_annotations","num_annotators"
"4_15-4_47","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"4_15-8_1","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"4_15-9_30","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"4_15-9_32","0.25","0.75","0.88","[2.0]","[4.0]","[4.5]","1"
"4_16-4_7","0.75","0.75","0.25","[4.0]","[4.0]","[2.0]","1"
"4_16-5_54","0.50","0.25","0.25","[3.0]","[2.0]","[2.0]","1"
"4_16-8_28","0.75","0.88","1.00","[4.0]","[4.5]","[5.0]","1"
"4_17-5_15","0.50","0.75","0.38","[3.0]","[4.0]","[2.5]","1"
"4_17-5_36","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"4_17-5_41","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"4_17-5_43","0.62","1.00","0.50","[3.5]","[5.0]","[3.0]","1"
"4_17-7_52","0.25","0.62","0.50","[2.0]","[3.5]","[3.0]","1"
"4_17-8_40","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"4_17-9_51","0.62","0.75","0.38","[3.5]","[4.0]","[2.5]","1"
"4_18-6_21","0.12","0.50","0.25","[1.5]","[3.0]","[2.0]","1"
"4_18-7_36","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"4_19-4_41","0.25","0.00","0.62","[2.0]","[1.0]","[3.5]","1"
"4_19-5_17","0.00","0.00","0.38","[1.0]","[1.0]","[2.5]","1"
"4_2-6_15","0.25","0.62","0.38","[2.0]","[3.5]","[2.5]","1"
"4_21-5_17","0.62","0.50","0.25","[3.5]","[3.0]","[2.0]","1"
"4_21-7_48","0.62","0.62","0.50","[3.5]","[3.5]","[3.0]","1"
"4_22-4_7","0.12","0.25","0.12","[1.5]","[2.0]","[1.5]","1"
"4_22-5_20","0.25","0.38","0.25","[2.0]","[2.5]","[2.0]","1"
"4_22-6_16","0.62","0.88","0.88","[3.5]","[4.5]","[4.5]","1"
"4_22-8_10","0.38","0.75","0.50","[2.5]","[4.0]","[3.0]","1"
"4_22-9_12","0.50","0.62","0.75","[3.0]","[3.5]","[4.0]","1"
"4_22-9_38","0.62","0.62","0.75","[3.0, 4.0]","[2.0, 5.0]","[3.0, 5.0]","2"
"4_24-6_32","0.25","0.50","0.88","[2.0]","[3.0]","[4.5]","1"
"4_24-9_19","0.50","0.75","0.75","[3.0]","[4.0]","[4.0]","1"
"4_25-4_9","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"4_25-5_49","0.75","0.75","0.62","[4.0]","[4.0]","[3.5]","1"
"4_25-7_50","0.62","0.50","0.62","[3.5]","[3.0]","[3.5]","1"
"4_25-8_2","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"4_25-9_52","0.50","0.12","0.50","[3.0]","[1.5]","[3.0]","1"
"4_26-4_36","0.88","0.88","1.00","[4.5]","[4.5]","[5.0]","1"
"4_26-5_32","0.62","0.50","0.38","[3.5]","[3.0]","[2.5]","1"
"4_26-6_51","0.12","0.50","0.12","[1.5]","[3.0]","[1.5]","1"
"4_26-7_35","0.38","0.38","0.50","[2.5]","[2.5]","[3.0]","1"
"4_26-9_9","0.50","0.50","0.38","[3.0]","[3.0]","[2.5]","1"
"4_27-5_28","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"4_28-5_32","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"4_28-5_6","0.62","0.38","0.75","[3.5]","[2.5]","[4.0]","1"
"4_28-8_39","0.88","0.75","0.88","[4.5]","[4.0]","[4.5]","1"
"4_28-9_19","0.38","0.38","0.50","[2.5]","[2.5]","[3.0]","1"
"4_29-7_43","0.12","0.38","0.25","[1.5]","[2.5]","[2.0]","1"
"4_29-8_1","0.38","0.50","0.25","[2.5]","[3.0]","[2.0]","1"
"4_3-8_19","0.38","0.25","0.38","[2.5]","[2.0]","[2.5]","1"
"4_3-8_23","0.50","0.62","0.50","[3.0]","[3.5]","[3.0]","1"
"4_3-9_21","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"4_30-5_39","0.62","0.62","0.62","[3.5]","[3.5]","[3.5]","1"
"4_30-5_47","0.12","0.25","0.12","[1.5]","[2.0]","[1.5]","1"
"4_30-5_5","0.62","0.50","0.50","[3.5]","[3.0]","[3.0]","1"
"4_30-6_33","0.12","0.88","0.38","[1.5]","[4.5]","[2.5]","1"
"4_31-7_28","0.75","0.50","0.50","[4.0]","[3.0]","[3.0]","1"
"4_31-7_46","0.25","0.25","0.50","[2.0]","[2.0]","[3.0]","1"
"4_31-9_5","0.12","0.62","0.50","[1.5]","[3.5]","[3.0]","1"
"4_32-6_31","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"4_32-7_20","0.50","0.62","0.62","[3.0]","[3.5]","[3.5]","1"
"4_32-7_24","0.25","0.38","0.50","[2.0]","[2.5]","[3.0]","1"
"4_32-7_27","0.12","0.25","0.12","[1.5]","[2.0]","[1.5]","1"
"4_32-8_43","0.62","0.88","0.75","[3.5]","[4.5]","[4.0]","1"
"4_32-8_44","0.50","0.38","0.12","[3.0]","[2.5]","[1.5]","1"
"4_32-9_16","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"4_33-4_40","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"4_33-7_42","0.62","0.88","0.25","[3.5]","[4.5]","[2.0]","1"
"4_33-7_52","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"4_33-9_50","0.25","0.25","0.00","[2.0]","[2.0]","[1.0]","1"
"4_34-9_26","0.50","0.12","0.25","[3.0]","[1.5]","[2.0]","1"
"4_35-4_40","0.50","0.88","0.88","[3.0]","[4.5]","[4.5]","1"
"4_35-6_37","0.62","0.88","0.38","[3.5]","[4.5]","[2.5]","1"
"4_36-5_11","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"4_36-5_16","0.88","0.88","0.88","[4.5]","[4.5]","[4.5]","1"
"4_36-7_9","0.12","0.75","0.75","[1.5]","[4.0]","[4.0]","1"
"4_36-8_39","0.50","0.88","0.62","[3.0]","[4.5]","[3.5]","1"
"4_36-8_46","0.25","0.00","0.75","[2.0]","[1.0]","[4.0]","1"
"4_37-5_52","0.88","1.00","0.12","[4.5]","[5.0]","[1.5]","1"
"4_38-4_40","0.62","0.88","0.75","[3.5]","[4.5]","[4.0]","1"
"4_38-7_2","0.62","0.88","0.50","[3.5]","[4.5]","[3.0]","1"
"4_38-9_2","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"4_39-4_45","0.62","0.62","0.62","[3.5]","[3.5]","[3.5]","1"
"4_39-5_54","0.25","0.00","0.75","[2.0]","[1.0]","[4.0]","1"
"4_39-9_30","0.25","0.50","0.00","[2.0]","[3.0]","[1.0]","1"
"4_39-9_41","0.25","0.12","0.38","[2.0]","[1.5]","[2.5]","1"
"4_4-5_18","0.50","0.75","0.75","[3.0]","[4.0]","[4.0]","1"
"4_4-5_30","0.88","0.88","1.00","[4.5]","[4.5]","[5.0]","1"
"4_4-6_52","0.25","0.25","0.38","[2.0]","[2.0]","[2.5]","1"
"4_4-8_43","0.25","0.38","0.50","[2.0]","[2.5]","[3.0]","1"
"4_40-9_32","0.12","0.38","0.38","[1.5]","[2.5]","[2.5]","1"
"4_41-6_15","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"4_41-7_16","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"4_41-9_16","0.38","0.00","0.12","[2.5]","[1.0]","[1.5]","1"
"4_42-5_53","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"4_42-6_27","0.62","0.75","0.38","[3.5]","[4.0]","[2.5]","1"
"4_42-8_41","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"4_43-7_8","0.50","0.75","0.88","[3.0]","[4.0]","[4.5]","1"
"4_43-8_29","0.00","0.38","0.00","[1.0]","[2.5]","[1.0]","1"
"4_44-4_52","0.75","0.75","1.00","[4.0]","[4.0]","[5.0]","1"
"4_44-7_2","0.38","0.25","0.38","[2.5]","[2.0]","[2.5]","1"
"4_45-7_27","0.12","0.00","0.12","[1.5]","[1.0]","[1.5]","1"
"4_45-7_51","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"4_46-5_12","0.38","0.25","0.25","[2.5]","[2.0]","[2.0]","1"
"4_46-5_20","0.38","0.25","0.38","[2.5]","[2.0]","[2.5]","1"
"4_46-5_28","0.50","0.25","0.12","[3.0]","[2.0]","[1.5]","1"
"4_46-5_7","0.50","0.50","0.62","[3.0]","[3.0]","[3.5]","1"
"4_47-7_30","0.38","0.50","0.38","[2.5]","[3.0]","[2.5]","1"
"4_47-7_43","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"4_47-8_43","0.25","0.75","1.00","[2.0]","[4.0]","[5.0]","1"
"4_48-6_8","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"4_49-7_49","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"4_49-8_32","0.50","0.75","0.62","[3.0]","[4.0]","[3.5]","1"
"4_5-6_37","0.75","0.25","0.50","[4.0]","[2.0]","[3.0]","1"
"4_5-9_45","0.50","0.38","0.25","[3.0]","[2.5]","[2.0]","1"
"4_50-5_30","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"4_50-7_4","1.00","0.88","1.00","[5.0]","[4.5]","[5.0]","1"
"4_50-8_23","0.62","0.50","0.50","[3.5]","[3.0]","[3.0]","1"
"4_50-8_34","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"4_52-6_13","0.25","0.00","0.25","[2.0]","[1.0]","[2.0]","1"
"4_52-9_12","0.38","0.50","0.12","[2.5]","[3.0]","[1.5]","1"
"4_53-5_4","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"4_53-5_51","0.62","0.75","0.88","[3.5]","[4.0]","[4.5]","1"
"4_53-6_30","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"4_53-7_21","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"4_53-7_31","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"4_54-7_18","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"4_54-9_49","0.12","0.12","0.50","[1.5]","[1.5]","[3.0]","1"
"4_6-5_27","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"4_7-5_19","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"4_7-5_31","0.25","0.12","0.50","[2.0]","[1.5]","[3.0]","1"
"4_7-6_4","0.88","1.00","1.00","[4.5]","[5.0]","[5.0]","1"
"4_8-5_22","0.25","0.00","0.25","[2.0]","[1.0]","[2.0]","1"
"4_8-5_34","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"4_8-6_24","0.38","0.50","0.25","[2.5]","[3.0]","[2.0]","1"
"4_8-6_53","0.50","0.62","0.62","[3.0]","[3.5]","[3.5]","1"
"4_8-7_1","0.25","0.12","0.19","[1.5, 2.5]","[1.5, 1.5]","[2.0, 1.5]","2"
"4_8-7_32","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"4_8-8_15","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"4_8-8_5","0.25","0.46","0.29","[2.0, 2.0, 2.0]","[3.0, 2.0, 3.5]","[2.5, 2.0, 2.0]","3"
"4_8-9_22","0.34","0.25","0.31","[3.5, 2.0, 3.0, 1.0]","[3.0, 1.0, 3.0, 1.0]","[3.5, 1.0, 3.5, 1.0]","4"
"4_8-9_8","0.31","0.12","0.06","[2.0, 2.5]","[1.5, 1.5]","[1.0, 1.5]","2"
"4_9-8_18","0.38","0.62","0.75","[2.5]","[3.5]","[4.0]","1"
"5_1-5_10","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"5_1-5_43","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"5_1-5_45","0.50","1.00","1.00","[3.0]","[5.0]","[5.0]","1"
"5_1-5_50","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"5_1-6_44","0.00","0.12","0.38","[1.0]","[1.5]","[2.5]","1"
"5_1-9_26","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"5_10-6_41","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"5_10-7_38","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"5_10-9_26","0.06","0.12","0.12","[1.5, 1.0]","[2.0, 1.0]","[2.0, 1.0]","2"
"5_10-9_37","0.00","0.00","0.75","[1.0]","[1.0]","[4.0]","1"
"5_11-7_23","0.12","0.62","0.00","[1.5]","[3.5]","[1.0]","1"
"5_11-8_41","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"5_12-8_48","0.62","0.38","0.25","[3.5]","[2.5]","[2.0]","1"
"5_13-7_50","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"5_13-8_14","0.50","0.62","0.50","[3.0]","[3.5]","[3.0]","1"
"5_13-8_17","0.38","0.50","0.38","[2.5]","[3.0]","[2.5]","1"
"5_13-8_48","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"5_15-9_50","0.12","0.12","0.25","[1.5]","[1.5]","[2.0]","1"
"5_16-5_50","0.12","0.50","0.00","[1.5]","[3.0]","[1.0]","1"
"5_16-8_37","0.25","0.00","0.12","[2.0]","[1.0]","[1.5]","1"
"5_16-8_39","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"5_16-8_49","0.50","0.38","0.38","[3.0]","[2.5]","[2.5]","1"
"5_17-7_52","0.88","0.62","0.88","[4.5]","[3.5]","[4.5]","1"
"5_17-8_25","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"5_17-9_9","0.00","0.38","0.00","[1.0]","[2.5]","[1.0]","1"
"5_18-9_13","0.25","0.50","0.12","[2.0]","[3.0]","[1.5]","1"
"5_18-9_24","0.00","0.50","0.12","[1.0]","[3.0]","[1.5]","1"
"5_19-9_10","0.62","0.00","0.00","[3.5]","[1.0]","[1.0]","1"
"5_20-6_40","0.25","0.38","0.25","[2.0]","[2.5]","[2.0]","1"
"5_21-5_48","0.75","1.00","1.00","[4.0]","[5.0]","[5.0]","1"
"5_21-6_32","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"5_21-7_17","0.50","0.25","0.62","[3.0]","[2.0]","[3.5]","1"
"5_21-7_40","0.88","0.88","0.88","[4.5]","[4.5]","[4.5]","1"
"5_22-5_34","0.75","0.88","0.88","[4.0]","[4.5]","[4.5]","1"
"5_22-6_24","0.42","0.38","0.58","[3.0, 2.0, 3.0]","[3.5, 2.0, 2.0]","[4.0, 3.5, 2.5]","3"
"5_22-6_53","0.42","0.42","0.50","[3.0, 3.0, 2.0]","[3.5, 3.5, 1.0]","[4.0, 4.0, 1.0]","3"
"5_22-7_1","0.19","0.25","0.25","[1.5, 2.0]","[2.0, 2.0]","[3.0, 1.0]","2"
"5_22-7_32","0.06","0.06","0.19","[1.0, 1.5]","[1.0, 1.5]","[2.0, 1.5]","2"
"5_22-8_15","0.38","0.81","0.75","[1.0, 4.0]","[4.0, 4.5]","[3.0, 5.0]","2"
"5_22-9_22","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_22-9_8","0.25","0.12","0.33","[3.0, 1.5, 1.5]","[2.0, 1.5, 1.0]","[4.0, 2.0, 1.0]","3"
"5_23-6_18","0.50","0.62","0.50","[3.0]","[3.5]","[3.0]","1"
"5_24-9_31","0.00","0.25","0.00","[1.0]","[2.0]","[1.0]","1"
"5_25-6_52","0.50","0.38","0.38","[3.0]","[2.5]","[2.5]","1"
"5_27-8_41","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_27-9_5","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_27-9_50","0.00","0.50","0.00","[1.0]","[3.0]","[1.0]","1"
"5_28-5_43","0.75","0.88","0.88","[4.0]","[4.5]","[4.5]","1"
"5_28-8_8","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_29-6_22","0.50","0.62","0.62","[3.0]","[3.5]","[3.5]","1"
"5_29-6_42","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"5_29-8_42","0.75","0.62","0.88","[4.0]","[3.5]","[4.5]","1"
"5_3-6_29","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"5_30-9_36","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"5_31-6_47","0.38","0.25","0.12","[2.5]","[2.0]","[1.5]","1"
"5_31-7_3","0.75","0.12","1.00","[4.0]","[1.5]","[5.0]","1"
"5_31-9_21","0.12","0.00","0.12","[1.5]","[1.0]","[1.5]","1"
"5_32-6_41","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_32-8_19","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_32-8_54","0.62","0.38","0.62","[3.5]","[2.5]","[3.5]","1"
"5_33-7_36","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"5_33-7_37","0.75","1.00","0.75","[4.0]","[5.0]","[4.0]","1"
"5_33-7_48","0.62","0.62","0.50","[3.5]","[3.5]","[3.0]","1"
"5_34-6_24","0.50","0.56","0.69","[3.0, 3.0]","[3.5, 3.0]","[4.5, 3.0]","2"
"5_34-6_53","0.38","0.62","0.75","[2.5]","[3.5]","[4.0]","1"
"5_34-7_1","0.06","0.06","0.00","[1.5, 1.0]","[1.5, 1.0]","[1.0, 1.0]","2"
"5_34-7_32","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_34-8_15","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"5_34-8_5","0.25","0.38","0.50","[1.5, 2.5]","[2.0, 3.0]","[3.0, 3.0]","2"
"5_34-9_22","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"5_34-9_8","0.00","0.06","0.06","[1.0, 1.0]","[1.5, 1.0]","[1.5, 1.0]","2"
"5_35-5_40","0.50","0.75","0.50","[3.0]","[4.0]","[3.0]","1"
"5_35-6_14","0.12","0.25","0.25","[1.5]","[2.0]","[2.0]","1"
"5_35-7_49","0.62","0.50","0.50","[3.5]","[3.0]","[3.0]","1"
"5_35-7_54","0.00","0.50","0.00","[1.0]","[3.0]","[1.0]","1"
"5_35-9_12","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"5_35-9_39","0.50","0.75","0.62","[3.0]","[4.0]","[3.5]","1"
"5_36-5_46","0.62","0.88","0.88","[3.5]","[4.5]","[4.5]","1"
"5_36-6_45","0.75","0.88","1.00","[4.0]","[4.5]","[5.0]","1"
"5_36-7_52","0.62","0.50","0.62","[3.5]","[3.0]","[3.5]","1"
"5_36-8_54","0.62","0.75","0.62","[3.5]","[4.0]","[3.5]","1"
"5_37-6_8","0.50","0.38","0.75","[3.0]","[2.5]","[4.0]","1"
"5_38-5_47","0.62","0.38","0.75","[3.5]","[2.5]","[4.0]","1"
"5_38-7_15","0.12","0.00","0.12","[1.5]","[1.0]","[1.5]","1"
"5_38-7_37","0.50","0.62","0.50","[3.0]","[3.5]","[3.0]","1"
"5_39-6_22","0.25","0.62","0.50","[2.0]","[3.5]","[3.0]","1"
"5_39-7_8","0.50","0.50","0.62","[3.0]","[3.0]","[3.5]","1"
"5_39-8_2","0.50","0.38","0.62","[3.0]","[2.5]","[3.5]","1"
"5_4-5_54","0.50","0.88","0.88","[3.0]","[4.5]","[4.5]","1"
"5_4-6_27","0.50","0.88","0.75","[3.0]","[4.5]","[4.0]","1"
"5_4-6_31","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"5_40-8_41","0.12","0.25","0.12","[1.5]","[2.0]","[1.5]","1"
"5_41-6_42","0.38","0.62","0.12","[2.5]","[3.5]","[1.5]","1"
"5_42-6_39","0.50","0.75","0.38","[3.0]","[4.0]","[2.5]","1"
"5_42-8_14","0.75","0.25","0.12","[4.0]","[2.0]","[1.5]","1"
"5_42-9_48","0.75","0.62","0.62","[4.0]","[3.5]","[3.5]","1"
"5_44-8_53","0.25","0.38","0.00","[2.0]","[2.5]","[1.0]","1"
"5_44-9_42","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"5_45-6_43","0.25","0.25","0.38","[2.0]","[2.0]","[2.5]","1"
"5_46-7_47","0.25","0.50","0.50","[2.0]","[3.0]","[3.0]","1"
"5_46-8_47","0.50","0.38","0.00","[3.0]","[2.5]","[1.0]","1"
"5_47-9_6","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"5_48-7_3","0.00","0.00","0.50","[1.0]","[1.0]","[3.0]","1"
"5_48-7_52","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_48-8_36","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"5_5-7_41","0.25","0.75","0.25","[2.0]","[4.0]","[2.0]","1"
"5_5-9_13","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_50-7_38","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_50-7_54","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"5_50-8_45","0.12","0.12","0.62","[1.5]","[1.5]","[3.5]","1"
"5_51-7_34","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_52-9_32","0.50","0.38","0.25","[3.0]","[2.5]","[2.0]","1"
"5_52-9_36","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_53-8_17","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"5_53-8_52","0.38","0.38","0.25","[2.5]","[2.5]","[2.0]","1"
"5_53-9_37","0.00","0.00","0.12","[1.0]","[1.0]","[1.5]","1"
"5_54-6_34","0.38","0.62","0.88","[2.5]","[3.5]","[4.5]","1"
"5_54-6_8","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"5_6-8_12","0.38","0.25","0.62","[2.5]","[2.0]","[3.5]","1"
"5_6-8_42","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"5_7-7_35","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"5_7-8_25","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"5_7-9_32","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"5_9-9_40","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"6_1-8_19","0.38","0.50","0.38","[2.5]","[3.0]","[2.5]","1"
"6_1-8_36","0.25","0.38","0.12","[2.0]","[2.5]","[1.5]","1"
"6_10-6_30","0.62","0.88","0.62","[3.5]","[4.5]","[3.5]","1"
"6_10-7_21","0.75","0.88","0.25","[4.0]","[4.5]","[2.0]","1"
"6_10-7_31","0.12","0.12","0.25","[1.5]","[1.5]","[2.0]","1"
"6_10-9_17","0.38","0.62","0.12","[2.5]","[3.5]","[1.5]","1"
"6_11-7_8","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"6_11-9_7","0.25","0.50","0.25","[2.0]","[3.0]","[2.0]","1"
"6_12-6_16","0.12","0.12","0.25","[1.5]","[1.5]","[2.0]","1"
"6_12-6_51","0.75","0.62","0.62","[4.0]","[3.5]","[3.5]","1"
"6_12-6_8","0.88","1.00","0.88","[4.5]","[5.0]","[4.5]","1"
"6_12-8_18","0.75","1.00","1.00","[4.0]","[5.0]","[5.0]","1"
"6_13-7_50","0.12","0.00","0.25","[1.5]","[1.0]","[2.0]","1"
"6_14-8_2","0.50","0.75","0.50","[3.0]","[4.0]","[3.0]","1"
"6_15-7_42","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"6_15-9_52","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"6_16-8_53","0.25","0.12","0.12","[2.0]","[1.5]","[1.5]","1"
"6_17-8_23","0.12","0.38","0.50","[1.5]","[2.5]","[3.0]","1"
"6_18-7_5","0.50","0.38","0.50","[3.0]","[2.5]","[3.0]","1"
"6_18-7_7","0.25","0.50","0.75","[2.0]","[3.0]","[4.0]","1"
"6_18-8_11","0.75","0.50","0.62","[4.0]","[3.0]","[3.5]","1"
"6_18-8_28","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"6_18-9_25","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"6_20-7_26","0.75","0.50","0.25","[4.0]","[3.0]","[2.0]","1"
"6_20-9_18","0.75","0.25","1.00","[4.0]","[2.0]","[5.0]","1"
"6_20-9_33","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"6_21-6_27","0.00","0.50","0.50","[1.0]","[3.0]","[3.0]","1"
"6_21-7_16","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"6_21-7_29","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"6_22-9_13","0.75","0.38","0.38","[4.0]","[2.5]","[2.5]","1"
"6_24-7_1","0.50","0.50","0.62","[3.0]","[3.0]","[3.5]","1"
"6_24-7_32","0.41","0.66","0.62","[4.0, 1.5, 1.0, 4.0]","[4.0, 3.5, 3.0, 4.0]","[4.0, 2.0, 4.0, 4.0]","4"
"6_24-8_5","0.17","0.29","0.17","[1.5, 2.0, 1.5]","[2.0, 2.5, 2.0]","[1.5, 2.5, 1.0]","3"
"6_24-9_22","0.19","0.25","0.38","[2.5, 1.0]","[2.5, 1.5]","[4.0, 1.0]","2"
"6_24-9_8","0.62","0.50","0.50","[3.5, 3.5]","[3.5, 2.5]","[3.0, 3.0]","2"
"6_25-9_11","0.12","0.38","0.25","[1.5]","[2.5]","[2.0]","1"
"6_26-9_17","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"6_27-7_13","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"6_28-6_44","0.75","0.50","0.75","[4.0]","[3.0]","[4.0]","1"
"6_3-8_35","0.75","0.62","0.75","[4.0]","[3.5]","[4.0]","1"
"6_3-8_38","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"6_30-6_41","0.50","0.62","0.75","[3.0]","[3.5]","[4.0]","1"
"6_30-8_36","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"6_31-6_43","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"6_31-7_38","0.50","0.00","0.50","[3.0]","[1.0]","[3.0]","1"
"6_31-8_25","0.75","1.00","0.75","[4.0]","[5.0]","[4.0]","1"
"6_32-6_35","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"6_33-8_52","0.50","0.75","0.62","[3.0]","[4.0]","[3.5]","1"
"6_34-6_37","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"6_35-6_4","0.88","0.88","0.88","[4.5]","[4.5]","[4.5]","1"
"6_35-7_10","0.25","0.50","0.12","[2.0]","[3.0]","[1.5]","1"
"6_35-9_18","0.50","0.75","0.62","[3.0]","[4.0]","[3.5]","1"
"6_35-9_36","0.25","0.50","0.12","[2.0]","[3.0]","[1.5]","1"
"6_36-6_37","0.75","0.88","1.00","[4.0]","[4.5]","[5.0]","1"
"6_36-9_47","0.25","0.12","0.25","[2.0]","[1.5]","[2.0]","1"
"6_37-6_39","0.38","0.25","0.25","[2.5]","[2.0]","[2.0]","1"
"6_37-8_41","0.25","0.38","0.12","[2.0]","[2.5]","[1.5]","1"
